01/22/2015-12:50:16.044577  [**] [1:2009247:3] ET SHELLCODE Rothenburg Shellcode [**] [Classification: Executable code was detected] [Priority: 1] {TCP} 149.171.126.16:80 -> 175.45.176.2:23357
01/22/2015-12:58:57.599082  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.601085  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.601094  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.601965  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.601965  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.601975  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.601975  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.602081  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.602084  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.603086  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:59:02.642964  [**] [1:2000328:12] ET INFO Outbound Multiple Non-SMTP Server Emails [**] [Classification: Misc activity] [Priority: 3] {TCP} 59.166.0.5:50601 -> 149.171.126.0:25
01/22/2015-12:58:57.603097  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.604962  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.604962  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.604972  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.604972  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.605089  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.605092  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.606097  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.606108  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.606970  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.606970  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.606980  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.606980  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.607083  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.607086  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.608091  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.608102  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.609962  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.609962  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.609964  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.609964  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.610078  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.610082  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.611000  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.611007  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.611962  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.611962  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.611972  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.611972  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.612078  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.612082  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.614092  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.614103  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.614967  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.614967  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.614977  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.614977  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.615080  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.615084  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.616093  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.616104  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.616962  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.616962  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.616972  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.616972  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.617077  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.617082  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.619092  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.619103  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.619963  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.619963  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.619973  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.619973  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.620082  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.620085  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.621100  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.621111  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.622967  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.622967  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.622977  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.622977  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.623067  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.623070  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.624089  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.624100  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.624957  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.624957  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.624967  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.624967  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.625086  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.625091  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.626099  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.626109  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.627964  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.627964  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.627974  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.627974  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.628079  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.628083  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.629120  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.629125  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.629925  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.629925  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:59:02.974934  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.16:25 -> 175.45.176.2:31733
01/22/2015-12:58:57.629931  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.629931  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.629992  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.629996  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.632020  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.632022  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.634930  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.634930  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.634937  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.634937  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.635020  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.635024  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.636092  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.636104  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.637961  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.637961  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.637971  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.637971  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.638076  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.638079  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.639006  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.639014  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.639961  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.639961  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.639971  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.639971  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
01/22/2015-12:58:57.640074  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.640078  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.645048  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.645058  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.646103  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.646114  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:80 -> 59.166.0.2:43246
01/22/2015-12:58:57.646887  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.2:43246 -> 149.171.126.6:80
